face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair,participant
detected_faces\02510.jpg,White,White,Male,20-29,"[8.7578827e-01 5.0834724e-04 4.9168043e-02 1.0587319e-03 1.1549924e-03
 3.0835208e-03 6.9238022e-02]",[9.9872339e-01 1.4360470e-04 7.2017865e-04 4.1284235e-04],[9.9935102e-01 6.4895616e-04],"[4.0342779e-06 1.2947539e-04 8.3284052e-03 6.7122144e-01 3.1430188e-01
 5.9864745e-03 2.7564331e-05 6.4983652e-07 7.6593508e-08]",02510
detected_faces\02480.jpg,White,Asian,Male,20-29,"[7.3264581e-01 5.3950539e-04 1.5658589e-01 6.2987469e-02 1.2655592e-02
 2.2983877e-03 3.2287367e-02]",[0.34328172 0.00596157 0.6425022  0.00825455],[0.9509243  0.04907566],"[1.3968197e-05 5.3274742e-04 3.2874189e-02 8.1135505e-01 1.4772148e-01
 7.2873482e-03 1.9015389e-04 2.2934835e-05 2.0830294e-06]",02480
detected_faces\02478.jpg,Indian,Asian,Male,20-29,"[0.03916425 0.01647022 0.28492233 0.05865991 0.07323292 0.30793864
 0.21961175]",[0.01336384 0.05686023 0.7049673  0.22480859],[0.99714434 0.00285566],"[2.6713262e-04 5.3400905e-03 4.3090567e-02 4.1786501e-01 3.6499724e-01
 1.4593723e-01 1.9410847e-02 2.8012560e-03 2.9056019e-04]",02478
detected_faces\02474.jpg,East Asian,Asian,Male,20-29,"[2.3083110e-01 2.7747228e-04 3.8198363e-02 6.2943876e-01 9.1981202e-02
 4.6513943e-04 8.8078855e-03]",[0.01340875 0.02943151 0.94651514 0.0106446 ],[0.90768015 0.09231983],"[2.1968559e-04 8.4355781e-03 1.5499672e-01 7.7791262e-01 5.7396512e-02
 1.0092636e-03 2.6679430e-05 2.7519488e-06 1.4404226e-07]",02474
detected_faces\02472.jpg,White,White,Male,20-29,"[6.6436887e-01 2.0242852e-04 2.7667797e-01 1.1373699e-02 1.4292671e-02
 4.7065725e-04 3.2613717e-02]",[9.9110949e-01 5.5019653e-05 8.3469534e-03 4.8855430e-04],[9.9958563e-01 4.1440933e-04],"[1.8397493e-06 4.0347283e-04 1.6288711e-01 7.6177144e-01 7.2450101e-02
 2.4357736e-03 4.7769325e-05 2.3896976e-06 7.6773205e-08]",02472
detected_faces\02469.jpg,White,Indian,Male,30-39,"[0.32853544 0.00104666 0.27492866 0.01330776 0.0339794  0.0568618
 0.2913404 ]",[0.26857966 0.03153963 0.32143536 0.37844536],[9.9943805e-01 5.6192512e-04],"[1.1065346e-06 1.1392323e-05 2.7471911e-03 1.7835279e-01 6.2569517e-01
 1.9002171e-01 3.1043233e-03 6.4828637e-05 1.4397690e-06]",02469
detected_faces\02468.jpg,East Asian,Asian,Male,20-29,"[4.6558445e-03 2.8362895e-06 1.7486404e-03 9.4026476e-01 5.2215122e-02
 3.2412171e-04 7.8869320e-04]",[1.3369174e-03 2.1370715e-05 9.9820733e-01 4.3439021e-04],[9.9962884e-01 3.7121199e-04],"[6.3702998e-07 4.3999500e-04 3.2056671e-01 6.6520751e-01 1.3647914e-02
 1.3645565e-04 6.8202189e-07 9.3696258e-08 1.8780228e-09]",02468
detected_faces\02467.jpg,Black,Black,Male,20-29,"[0.00372543 0.9017185  0.0703705  0.00210485 0.01482384 0.00361263
 0.00364426]",[2.1663093e-04 9.3855131e-01 5.6707870e-02 4.5242100e-03],[0.98520887 0.01479116],"[3.3526381e-03 1.9741118e-01 2.6021284e-01 4.3909562e-01 9.3747333e-02
 5.9499894e-03 2.0871926e-04 1.7547702e-05 4.0813543e-06]",02467
detected_faces\02465.jpg,White,White,Male,20-29,"[9.46494401e-01 1.47875853e-05 1.15210395e-02 8.95003416e-03
 1.99609902e-03 1.21817822e-04 3.09017505e-02]",[9.8792410e-01 5.7207858e-03 5.4906062e-03 8.6443376e-04],[0.97642475 0.02357528],"[4.8777233e-06 5.3439243e-04 1.7505196e-01 7.6294911e-01 5.8356781e-02
 3.0374341e-03 6.1562991e-05 3.6598713e-06 2.5911964e-07]",02465
detected_faces\02462.jpg,White,White,Male,20-29,"[0.5835093  0.00346213 0.26258504 0.0297754  0.01343616 0.0019281
 0.10530385]",[0.93059427 0.01784279 0.03472215 0.01684086],[0.82158    0.17841999],"[1.1809731e-04 2.2730427e-03 9.4867475e-02 5.4254329e-01 2.5957307e-01
 7.2597407e-02 2.1207165e-02 6.1035478e-03 7.1685208e-04]",02462
detected_faces\02461.jpg,White,Asian,Male,20-29,"[8.40724349e-01 1.51853275e-03 1.83141530e-02 1.00955375e-01
 2.84448713e-02 3.03679873e-04 9.73900314e-03]",[0.44841042 0.00516473 0.545639   0.00078585],[0.9317886  0.06821135],"[3.0335411e-04 6.5551805e-03 6.6587366e-02 8.1864876e-01 9.8171890e-02
 8.8266553e-03 7.1727566e-04 1.4471248e-04 4.4848312e-05]",02461
detected_faces\02459.jpg,Black,Asian,Male,30-39,"[0.00487002 0.38929772 0.12675253 0.0523021  0.15786934 0.22835632
 0.04055205]",[2.39672590e-04 1.10186795e-02 9.60252583e-01 2.84889992e-02],[0.9674018  0.03259824],"[2.5697445e-04 6.5232869e-03 6.3748091e-02 2.0021868e-01 4.2150697e-01
 2.7430671e-01 2.8498888e-02 4.2694360e-03 6.7097775e-04]",02459
detected_faces\02458.jpg,White,White,Male,30-39,"[0.8194599  0.03412907 0.10618699 0.00864915 0.00326607 0.00361018
 0.02469864]",[0.87980187 0.08221769 0.00353392 0.0344465 ],[0.54555583 0.45444417],"[0.0006832  0.00758881 0.01296114 0.3228149  0.40920392 0.20442428
 0.02681026 0.01126039 0.00425316]",02458
detected_faces\02457.jpg,East Asian,Asian,Male,20-29,"[0.2615053  0.00822914 0.15510896 0.37046483 0.16891254 0.00254921
 0.03323001]",[0.03290426 0.31221327 0.6260975  0.02878503],[0.56462425 0.43537572],"[5.0247153e-03 8.6237602e-02 3.4033644e-01 3.9308196e-01 1.5350546e-01
 1.7928958e-02 2.4239342e-03 1.1700320e-03 2.9084986e-04]",02457
detected_faces\02456.jpg,White,Asian,Male,20-29,"[0.7171706  0.00571893 0.11973184 0.06549165 0.02006846 0.00444717
 0.06737132]",[0.367105   0.02343514 0.5434663  0.06599349],[0.94624287 0.05375711],"[3.6566569e-05 4.6168084e-04 5.3296774e-03 5.0373143e-01 4.2656296e-01
 5.9550159e-02 3.6653371e-03 5.7925039e-04 8.2947881e-05]",02456
detected_faces\02455.jpg,East Asian,White,Female,30-39,"[0.19027786 0.00421271 0.09434706 0.44019103 0.13012196 0.00950802
 0.13134135]",[8.1079286e-01 4.5931869e-04 1.8458264e-01 4.1651241e-03],[0.22318387 0.7768161 ],"[0.00101004 0.01256982 0.06258886 0.2675025  0.2767301  0.2098193
 0.09119877 0.05896189 0.01961872]",02455
detected_faces\02454.jpg,Southeast Asian,Asian,Male,20-29,"[0.00997341 0.06147863 0.24916247 0.28410494 0.36358944 0.02280421
 0.00888691]",[0.02031586 0.05272654 0.8217675  0.10519016],[0.9776781  0.02232186],"[3.2641878e-04 6.5465890e-02 3.4880519e-01 3.4997082e-01 1.6856681e-01
 5.3138532e-02 9.4384467e-03 3.6799444e-03 6.0795317e-04]",02454
detected_faces\02452.jpg,White,White,Male,19-Oct,"[9.0340012e-01 8.6531087e-05 4.3026906e-02 1.7466182e-03 1.5132597e-03
 2.8011065e-03 4.7425367e-02]",[9.9779165e-01 3.5365647e-05 1.0489842e-03 1.1239443e-03],[9.9991643e-01 8.3564548e-05],"[3.57902609e-04 2.86615267e-02 4.32007492e-01 4.20550913e-01
 1.03755616e-01 1.40323350e-02 5.85475354e-04 4.59074618e-05
 2.76052378e-06]",02452
detected_faces\02450.jpg,East Asian,Asian,Male,20-29,"[0.03965526 0.00445081 0.1503158  0.54917026 0.20248924 0.03036631
 0.02355229]",[0.00927116 0.02894883 0.9253052  0.03647477],[0.97715235 0.02284763],"[3.7848909e-04 1.4781103e-02 1.2692100e-01 7.2520977e-01 1.2684637e-01
 5.7170955e-03 1.3155142e-04 1.3469971e-05 1.1458840e-06]",02450
detected_faces\02448.jpg,Middle Eastern,Indian,Male,20-29,"[0.04406445 0.00176337 0.25403595 0.00080585 0.00408385 0.07547669
 0.6197699 ]",[0.21664743 0.03816747 0.02814032 0.7170448 ],[9.9977702e-01 2.2298403e-04],"[1.6358930e-06 8.5447985e-04 2.9307050e-01 6.0538137e-01 9.3564317e-02
 6.9758007e-03 1.4012927e-04 1.1338126e-05 3.4634482e-07]",02448
detected_faces\02447.jpg,White,White,Female,20-29,"[9.6777797e-01 1.6741100e-04 1.3137184e-02 1.4034670e-03 7.1371836e-04
 1.3435364e-04 1.6665792e-02]",[9.9704689e-01 1.3438342e-04 2.7866208e-03 3.2088476e-05],[0.16752988 0.8324701 ],"[1.43401958e-05 2.68770475e-03 3.26539248e-01 5.36877990e-01
 1.20410256e-01 1.29967267e-02 4.39152995e-04 3.07900846e-05
 3.67974053e-06]",02447
detected_faces\02445.jpg,White,White,Female,20-29,"[9.8486388e-01 2.9839633e-05 2.6884284e-03 8.1056618e-04 3.1515703e-04
 5.1753832e-05 1.1240291e-02]",[9.9985820e-01 1.7159780e-05 8.0068166e-05 4.4555953e-05],[0.03421454 0.96578544],"[7.6545737e-05 4.0998035e-03 9.9730022e-02 6.0762936e-01 2.3654756e-01
 4.8838370e-02 2.7691522e-03 2.6083048e-04 4.8365437e-05]",02445
detected_faces\02443.jpg,White,White,Male,19-Oct,"[9.7760004e-01 1.4930032e-04 1.1344231e-03 1.3787047e-02 4.8739379e-03
 3.7376263e-05 2.4178203e-03]",[9.8069596e-01 1.3318504e-04 1.9169204e-02 1.6756948e-06],[0.9977977  0.00220223],"[1.0177154e-03 5.7131324e-02 4.8625851e-01 3.7455377e-01 7.0546180e-02
 8.8543575e-03 1.3450419e-03 2.3372754e-04 5.9367056e-05]",02443
detected_faces\02442.jpg,East Asian,Asian,Male,30-39,"[0.20583509 0.03193723 0.23684599 0.36606225 0.14327654 0.00116669
 0.01487621]",[0.26143318 0.069699   0.6477116  0.02115617],[0.9013654 0.0986346],"[0.2212015  0.03794181 0.01189654 0.26803035 0.3622246  0.07815935
 0.0167426  0.0033277  0.00047555]",02442
detected_faces\02441.jpg,White,White,Female,30-39,"[0.8657647  0.00872593 0.06680275 0.02601277 0.00990609 0.00477144
 0.01801624]",[0.41725177 0.16973501 0.38688537 0.02612788],[0.299136   0.70086396],"[0.17653961 0.10153212 0.02900254 0.19443648 0.26008722 0.13911279
 0.06272937 0.03090567 0.00565418]",02441
detected_faces\02440.jpg,Latino_Hispanic,Asian,Male,20-29,"[1.6130660e-02 2.1501395e-01 7.4909043e-01 5.5028853e-04 4.1210572e-03
 2.0927985e-03 1.3000740e-02]",[0.0016687  0.357312   0.6209252  0.02009409],[0.9905509  0.00944907],"[4.6734231e-06 1.1795580e-03 2.5902066e-01 6.3688028e-01 9.9153571e-02
 3.6660368e-03 8.5979620e-05 8.6776563e-06 5.8602734e-07]",02440
detected_faces\02439.jpg,Indian,Indian,Female,20-29,"[4.6464256e-03 5.0365496e-02 6.9502570e-02 1.7634335e-04 5.7307963e-04
 8.4853226e-01 2.6203772e-02]",[6.5312507e-03 1.6903007e-01 5.0734769e-04 8.2393134e-01],[0.00252194 0.99747807],"[2.7243550e-07 1.6675986e-04 6.4267226e-02 7.3075676e-01 1.9811927e-01
 6.5965606e-03 8.8354929e-05 4.5749644e-06 1.8101497e-07]",02439
detected_faces\02436.jpg,East Asian,Asian,Male,20-29,"[1.3565170e-02 7.1158400e-05 1.8509495e-03 9.5008719e-01 3.3167213e-02
 4.1004282e-04 8.4827153e-04]",[1.6419405e-02 5.1021425e-04 9.7673815e-01 6.3322568e-03],[0.7306073  0.26939276],"[1.9075380e-05 2.2804800e-03 2.5744596e-01 6.7710328e-01 6.0456339e-02
 2.5411835e-03 1.2256159e-04 2.8200522e-05 2.8762306e-06]",02436
detected_faces\02435.jpg,East Asian,White,Male,30-39,"[0.09109713 0.18945247 0.15966481 0.36712277 0.08446309 0.00729971
 0.10090005]",[0.4943475  0.36431736 0.09920612 0.04212893],[0.58291656 0.41708347],"[3.2592120e-04 4.4788504e-03 2.3259208e-02 2.3416130e-01 4.0289724e-01
 2.6841405e-01 4.9863745e-02 1.4531791e-02 2.0678679e-03]",02435
detected_faces\02434.jpg,White,White,Male,19-Oct,"[9.8677242e-01 7.1861577e-05 4.2020092e-03 3.8516738e-03 1.1788586e-03
 8.0167083e-05 3.8430118e-03]",[9.585033e-01 6.852532e-04 3.544766e-02 5.363810e-03],[0.9831802  0.01681978],"[3.41217034e-03 2.39653781e-01 3.84579688e-01 2.23048910e-01
 1.21043526e-01 2.54978053e-02 2.42253416e-03 2.92258017e-04
 4.92182735e-05]",02434
detected_faces\02432.jpg,East Asian,White,Female,0-2,"[0.39129037 0.0053274  0.02508626 0.41840097 0.1457377  0.00105978
 0.01309755]",[0.69710976 0.04478773 0.25232586 0.00577671],[0.4854256  0.51457447],"[4.8636565e-01 1.4293800e-01 5.7622377e-02 2.7355480e-01 3.7700273e-02
 1.7089994e-03 8.3045103e-05 1.9778965e-05 7.0438273e-06]",02432
detected_faces\02431.jpg,East Asian,Asian,Male,20-29,"[1.3174891e-02 9.7008760e-04 1.1264480e-02 8.8240403e-01 8.9931399e-02
 4.5179407e-04 1.8032894e-03]",[0.0176701  0.00878562 0.968568   0.00497622],[0.9223532  0.07764678],"[1.14570696e-06 3.23599059e-04 9.41896811e-02 7.81601369e-01
 1.13072820e-01 1.01445345e-02 5.57203719e-04 1.00634228e-04
 8.97230166e-06]",02431
detected_faces\02430.jpg,East Asian,Asian,Female,20-29,"[5.2950177e-03 2.5089455e-04 5.0111106e-03 9.0072227e-01 8.6932406e-02
 1.1170802e-03 6.7127083e-04]",[0.05994705 0.01672066 0.8822752  0.04105704],[0.06409986 0.93590015],"[5.6861477e-06 2.2594393e-03 1.4832795e-01 7.7840906e-01 6.8036996e-02
 2.8912507e-03 5.6299981e-05 1.2097621e-05 1.2751723e-06]",02430
detected_faces\02426.jpg,Indian,Indian,Male,20-29,"[2.2058520e-03 6.8297815e-03 9.6314505e-02 7.5035240e-04 3.8988564e-02
 8.3534282e-01 1.9568088e-02]",[0.00112904 0.00529543 0.00871873 0.9848568 ],[0.9978339  0.00216611],"[3.5175972e-06 3.8142193e-03 3.4357470e-01 5.5647588e-01 8.8735349e-02
 7.1762293e-03 2.0075939e-04 1.8222314e-05 1.2025018e-06]",02426
detected_faces\02424.jpg,East Asian,White,Female,20-29,"[0.33347386 0.00642296 0.05989255 0.34565133 0.07599151 0.00515232
 0.17341542]",[0.8855364  0.00195441 0.06826021 0.04424896],[0.09140522 0.9085947 ],"[1.5828417e-04 5.7470039e-03 5.7858806e-02 6.4851117e-01 2.5286207e-01
 3.2821123e-02 1.7087500e-03 2.7685703e-04 5.5922785e-05]",02424
detected_faces\02421.jpg,White,White,Male,30-39,"[0.91171616 0.00630372 0.0577064  0.00632374 0.00350185 0.00137448
 0.01307356]",[9.6871781e-01 2.6668053e-02 3.9964220e-03 6.1775424e-04],[0.9880229  0.01197703],"[4.1803633e-04 1.4420693e-03 3.7034545e-03 3.8923287e-01 4.5453843e-01
 1.3317688e-01 1.4936358e-02 2.1568318e-03 3.9510394e-04]",02421
detected_faces\02420.jpg,White,White,Female,20-29,"[0.38867357 0.00042481 0.17096548 0.12054931 0.04541028 0.01349441
 0.26048213]",[0.4999501  0.00210171 0.49348766 0.00446052],[8.709699e-04 9.991290e-01],"[4.9982323e-06 6.4691552e-03 1.8515220e-01 7.0162708e-01 1.0004201e-01
 6.6121249e-03 8.2684739e-05 8.7139351e-06 9.9806903e-07]",02420
detected_faces\02419.jpg,White,White,Female,20-29,"[8.8552952e-01 2.1479202e-03 1.8983578e-02 1.0530472e-02 9.3733892e-03
 5.0415995e-04 7.2930939e-02]",[0.53576684 0.02250595 0.43803728 0.00368994],[0.07907956 0.92092043],"[2.0231893e-03 2.5108455e-02 6.4769477e-02 7.2451574e-01 1.7226319e-01
 1.0909096e-02 3.5105256e-04 5.0135353e-05 9.6842559e-06]",02419
detected_faces\02418.jpg,Middle Eastern,Indian,Male,20-29,"[0.10428369 0.09679653 0.24291873 0.00605975 0.01862871 0.17485663
 0.356456  ]",[0.22842206 0.0164865  0.34879816 0.40629333],[0.9788884  0.02111163],"[0.00680079 0.0219626  0.08625011 0.2940371  0.26794913 0.20601049
 0.06753744 0.04134182 0.0081105 ]",02418
detected_faces\02417.jpg,White,White,Female,20-29,"[9.9324763e-01 2.6077902e-05 1.2802707e-03 2.5215792e-04 8.8905501e-05
 4.7423182e-05 5.0576348e-03]",[9.99735892e-01 2.20067323e-05 1.11307156e-04 1.30854096e-04],[0.02448435 0.9755156 ],"[8.3808671e-05 1.0404923e-03 1.5302051e-02 5.5748987e-01 3.2467097e-01
 9.0024136e-02 8.8697234e-03 1.9894857e-03 5.2946864e-04]",02417
detected_faces\02416.jpg,Southeast Asian,Asian,Male,30-39,"[0.00699189 0.07838056 0.2395044  0.17179428 0.4427872  0.05041639
 0.01012523]",[0.00119078 0.0044751  0.99172115 0.00261294],[0.9710343  0.02896569],"[1.4226526e-04 6.6944868e-03 8.1693053e-02 2.9829112e-01 3.8181746e-01
 1.8421112e-01 4.3250114e-02 3.6064417e-03 2.9389455e-04]",02416
detected_faces\02415.jpg,East Asian,Asian,Male,20-29,"[0.2984076  0.00531681 0.14376488 0.3632182  0.14573155 0.01998127
 0.02357973]",[0.05507935 0.12254326 0.7216406  0.10073685],[0.7645151  0.23548488],"[7.3514126e-02 3.4493908e-01 9.6726574e-02 4.1556162e-01 6.5884307e-02
 3.2518965e-03 9.8977347e-05 2.0430565e-05 2.9999553e-06]",02415
detected_faces\02414.jpg,White,White,Female,20-29,"[8.0897933e-01 2.5625792e-04 1.2982307e-02 1.2391536e-01 4.5948058e-02
 2.9509427e-04 7.6236874e-03]",[6.056532e-01 5.359483e-05 3.937601e-01 5.331132e-04],[0.0056231 0.9943769],"[2.3690087e-03 9.9671945e-02 8.9333698e-02 5.2062410e-01 2.2741958e-01
 5.6628868e-02 3.2404785e-03 5.4171245e-04 1.7058970e-04]",02414
detected_faces\02413.jpg,White,White,Female,40-49,"[0.85398984 0.00094474 0.05646983 0.02655955 0.01100649 0.00245866
 0.0485708 ]",[9.8962623e-01 3.0979098e-04 9.1224667e-03 9.4152527e-04],[0.05252848 0.94747156],"[2.17900219e-04 7.65837147e-04 6.47455966e-03 1.09735854e-01
 1.63324237e-01 2.54700333e-01 1.94744170e-01 2.11952239e-01
 5.80849275e-02]",02413
detected_faces\02412.jpg,White,White,Male,20-29,"[7.9290885e-01 5.2738789e-04 9.3837447e-02 5.9985467e-03 5.6456770e-03
 1.7267316e-04 1.0090936e-01]",[9.0808237e-01 1.9686399e-03 8.9797854e-02 1.5122069e-04],[0.9918146  0.00818538],"[3.0058786e-06 1.3154456e-03 4.7524938e-01 5.0211489e-01 2.0967629e-02
 3.4670945e-04 2.7914841e-06 1.3512265e-07 1.1323157e-08]",02412
detected_faces\02394.jpg,White,White,Male,20-29,"[9.1882139e-01 6.9055648e-05 6.6413986e-03 8.6518545e-03 3.6843226e-03
 7.5898104e-05 6.2056050e-02]",[0.9344615  0.0017931  0.05921584 0.00452959],[0.93686855 0.06313147],"[5.8685296e-06 4.7470245e-04 1.4844908e-01 7.7035922e-01 7.5374745e-02
 5.0747432e-03 2.3603173e-04 2.3100140e-05 2.5171362e-06]",02394
detected_faces\02379.jpg,White,White,Male,20-29,"[0.7903438  0.00105476 0.17628933 0.0009566  0.00122581 0.00165963
 0.02846997]",[0.9188878  0.05243882 0.00665848 0.0220149 ],[0.99890774 0.0010923 ],"[5.0349879e-08 2.1812500e-06 3.1769832e-03 6.3980663e-01 3.4374315e-01
 1.3101657e-02 1.6419611e-04 4.9071177e-06 1.9488634e-07]",02379
detected_faces\02375.jpg,White,Asian,Male,20-29,"[0.7248148  0.01977767 0.12769619 0.07163531 0.03835935 0.0016739
 0.01604279]",[0.15504354 0.216898   0.61778367 0.01027483],[0.96261233 0.0373877 ],"[4.0934771e-02 1.8566419e-01 6.6964447e-02 4.8238999e-01 2.0065117e-01
 2.1015055e-02 1.7549569e-03 4.6211382e-04 1.6315655e-04]",02375
detected_faces\02373.jpg,East Asian,Asian,Female,20-29,"[0.07540344 0.02895209 0.27322587 0.2788117  0.24232313 0.03353822
 0.0677455 ]",[0.01791932 0.16485816 0.76041013 0.05681238],[6.2858337e-04 9.9937141e-01],"[7.4510033e-05 2.3613051e-02 1.7437024e-01 6.2934905e-01 1.6000938e-01
 1.2128113e-02 3.6484178e-04 7.8100042e-05 1.2741079e-05]",02373
detected_faces\02371.jpg,East Asian,White,Female,20-29,"[0.16040717 0.00066011 0.10024392 0.64079005 0.06336159 0.00305664
 0.03148047]",[7.2493005e-01 3.4645502e-04 2.6668739e-01 8.0361087e-03],[8.3052862e-04 9.9916947e-01],"[7.3276821e-04 8.7802038e-02 3.0474666e-01 4.9916282e-01 9.1628455e-02
 1.4479087e-02 1.0482216e-03 3.4433082e-04 5.5493372e-05]",02371
detected_faces\02370.jpg,White,White,Female,20-29,"[0.6757296  0.01618062 0.05953439 0.18107557 0.04976612 0.00263681
 0.01507698]",[0.8440992  0.02253828 0.1225817  0.0107808 ],[0.39664212 0.6033579 ],"[5.3946269e-03 1.3820765e-02 3.7911519e-02 7.2186559e-01 2.0670711e-01
 1.3819657e-02 4.2377473e-04 4.7470770e-05 9.4050001e-06]",02370
detected_faces\02368.jpg,White,White,Male,19-Oct,"[6.3712144e-01 9.8572345e-05 2.4659557e-02 1.0257353e-02 6.0677580e-03
 1.8539972e-03 3.1994134e-01]",[0.57040274 0.00065631 0.27137387 0.1575671 ],[0.97875863 0.02124131],"[5.6350091e-06 7.3484755e-03 7.3576218e-01 2.4348280e-01 1.2663914e-02
 7.2427798e-04 1.1617297e-05 9.6244446e-07 7.9030734e-08]",02368
detected_faces\02367.jpg,Black,Black,Female,20-29,"[3.3430292e-04 9.8269218e-01 3.5069482e-03 1.1313863e-03 4.9533597e-03
 7.2924229e-03 8.9321467e-05]",[4.8036025e-05 9.9310726e-01 2.4867316e-03 4.3579852e-03],[0.12024169 0.87975836],"[1.2716590e-04 1.1587988e-01 2.1292198e-01 4.9855736e-01 1.5413499e-01
 1.7191499e-02 9.9206809e-04 1.5731461e-04 3.7709695e-05]",02367
detected_faces\02366.jpg,White,White,Male,30-39,"[9.7417688e-01 1.3508436e-05 4.1201939e-03 3.5416614e-03 1.6925615e-03
 4.0235376e-04 1.6052794e-02]",[9.8020107e-01 3.1242587e-05 1.9389281e-02 3.7840146e-04],[0.96754205 0.03245797],"[4.0223855e-05 7.9840288e-04 8.2957763e-03 4.4165254e-01 4.9256986e-01
 5.5937432e-02 6.8078242e-04 2.2699553e-05 2.3324446e-06]",02366
detected_faces\02365.jpg,White,White,Female,20-29,"[9.9206412e-01 7.0628967e-06 1.2590665e-03 5.2275165e-04 3.0797743e-04
 4.0266341e-06 5.8350260e-03]",[9.9501461e-01 8.7503562e-05 4.8809173e-03 1.6976705e-05],[0.43447962 0.56552035],"[3.5125714e-07 3.2802971e-04 3.6749178e-01 5.8448118e-01 4.6624150e-02
 1.0617012e-03 1.2131513e-05 5.5967490e-07 5.3318974e-08]",02365
detected_faces\02364.jpg,White,Asian,Male,30-39,"[0.32167232 0.07174411 0.15834704 0.04422612 0.09579355 0.00247102
 0.30574596]",[0.13623038 0.03339229 0.82544726 0.00493011],[0.8530917 0.1469083],"[0.00748692 0.01481093 0.01375994 0.18335898 0.43189278 0.3133759
 0.03144617 0.00324015 0.00062821]",02364
detected_faces\02362.jpg,White,White,Female,20-29,"[5.3450811e-01 3.0118463e-04 6.1678115e-02 2.9448736e-01 8.8273779e-02
 3.0114520e-03 1.7740060e-02]",[0.5106491  0.00471215 0.46677417 0.01786461],[0.00867191 0.9913281 ],"[2.1028675e-03 3.3603311e-02 7.7934071e-02 7.6201880e-01 1.1854065e-01
 5.6999703e-03 9.0891677e-05 8.5251922e-06 9.4192785e-07]",02362
detected_faces\02361.jpg,White,Asian,Male,30-39,"[4.2894846e-01 3.3536085e-04 3.9927639e-02 2.1526466e-01 1.9620702e-02
 1.7705674e-03 2.9413268e-01]",[0.22802152 0.01053432 0.7517653  0.00967885],[0.97552687 0.02447309],"[6.83859631e-04 9.81156155e-03 1.03987366e-01 3.86027664e-01
 3.92995149e-01 1.00592658e-01 5.29116113e-03 5.80620836e-04
 2.99223593e-05]",02361
detected_faces\02359.jpg,White,Asian,Female,20-29,"[0.57699627 0.00626857 0.03716826 0.19647653 0.05964999 0.0078336
 0.11560677]",[0.17518681 0.0151007  0.7845963  0.02511617],[0.04341349 0.95658654],"[8.3031257e-05 1.1385238e-02 1.5389760e-01 6.2643218e-01 1.9040015e-01
 1.5976286e-02 1.5371500e-03 2.5136932e-04 3.6965597e-05]",02359
detected_faces\02358.jpg,Latino_Hispanic,Asian,Female,19-Oct,"[0.10614534 0.12068911 0.4871026  0.15364102 0.09375326 0.01728849
 0.02138021]",[0.02521883 0.24405304 0.67903644 0.05169171],[0.489309 0.510691],"[1.0894463e-04 4.1418806e-02 5.8045352e-01 3.3501568e-01 3.9784357e-02
 2.9397283e-03 2.0797554e-04 5.9388367e-05 1.1621840e-05]",02358
detected_faces\02355.jpg,East Asian,Asian,Male,20-29,"[0.01624704 0.05523924 0.24979042 0.4973465  0.17907847 0.00117451
 0.00112376]",[1.3227100e-04 3.6507818e-01 6.3279653e-01 1.9930839e-03],[0.8417221  0.15827793],"[0.00139382 0.0504674  0.14497665 0.5495801  0.21122856 0.03516992
 0.00383176 0.00255117 0.00080066]",02355
detected_faces\02353.jpg,East Asian,Asian,Female,20-29,"[0.2180382  0.01244209 0.07628498 0.6026219  0.0554685  0.00378628
 0.03135811]",[0.35153246 0.01439913 0.6170925  0.0169759 ],[0.02125497 0.97874504],"[1.6630058e-04 8.8432627e-03 7.5675100e-02 6.7689687e-01 2.0148365e-01
 3.3775885e-02 2.4484608e-03 5.7603430e-04 1.3451895e-04]",02353
